System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,8052783480953,8052783480953,DDZ50P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783480977,8052783480977,DDZ60P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783480991,8052783480991,DDZ70P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481011,8052783481011,DDZ80P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481035,8052783481035,DDZ90P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481059,8052783481059,DDZ100P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481073,8052783481073,DDZ110P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481097,8052783481097,DDZ120P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481110,8052783481110,DDZ130P,,,,Chicken,,,Deda,,24.46,,,"Stems, Components, Road Stems, ",,,
,8052783481134,8052783481134,DPT027P,,,,Chicken,,,Deda,,28.27,,,"Seatposts, Seatposts & Clamps, Components, ",,,
,8052783481158,8052783481158,DPT031P,,,,Chicken,,,Deda,,28.27,,,"Seatposts, Seatposts & Clamps, Components, ",,,
,8052783481172,8052783481172,DDZ042P,,,,Chicken,,,Deda,,24.46,,,"Handlebars, Components, Road Handlebars, ",,,
,8052783481196,8052783481196,DDZ044P,,,,Chicken,,,Deda,,24.46,,,"Handlebars, Components, Road Handlebars, ",,,
,8052783481219,8052783481219,DDZ046P,,,,Chicken,,,Deda,,24.46,,,"Handlebars, Components, Road Handlebars, ",,,
,8052783481233,8052783481233,DTSP31,,,,Chicken,,,Deda,,7.91,,,"Components, Headsets & Expanders, Headsets, ",,,
,8052783481271,8052783481271,DT9E,,,,Chicken,,,Deda,,14.11,,,"Bar Tape & Grips, Components, Bar Tape, ",,,
,8052783482421,8052783482421,DTS1,,,,Chicken,,,Deda,,97.85,,,"Aero Handlebars, Components, Handlebars, ",,,
,8052783482513,8052783482513,DPC27F,,,,Chicken,,,Deda,,38.6,,,"Seatposts, Components, Seatposts & Clamps, ",,,
,8052783482520,8052783482520,DPC31F,,,,Chicken,,,Deda,,38.6,,,"Seatposts, Components, Seatposts & Clamps, ",,,
,8052783482742,8052783482742,DT9K,,,,Chicken,,,Deda,,14.11,,,"Bar Tape & Grips, Components, Bar Tape, ",,,
,8052783483206,8052783483206,DDS110A,,,,Chicken,,,Deda,,54.36,,,"Road Stems, Stems, Components, ",,,
,8052783483244,8052783483244,DDS80BA,,,,Chicken,,,Deda,,67.95,,,"Road Stems, Stems, Components, ",,,
,8052783483251,8052783483251,DDS90BA,,,,Chicken,,,Deda,,67.95,,,"Road Stems, Stems, Components, ",,,
,8052783483268,8052783483268,DDS100BA,,,,Chicken,,,Deda,,67.95,,,"Road Stems, Stems, Components, ",,,
,8052783483275,8052783483275,DDS110BA,,,,Chicken,,,Deda,,67.95,,,"Road Stems, Stems, Components, ",,,
