Product Category,Product Group,Product Brand,Product Model,Product Type,Product Colour,Product Size,Short Description,Unit,Trade Price (Â£),Qty Price (Â£),Retail Price (Â£),Quantity Break,Barcode,Commodity Code,Product Name,Manufacturer Part Code,IDPartnumber,Supplier
Hubs & Cassettes,Hubs - Fatbike,Rohloff,Speedhub XL 170,"#8027PMXL PM CC DB - 170mm Wide - 14sp, Disc Brk, QR, Ext. Cable Route",Black,32H,ROHL.SPDHUB XL PM DB CC 32H BLK,Each,953.13,905.47,1525.00,0,4250307407019,8714930090,Speedhub XL 500/14,8027PMXL,HUROSFPK,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8022 CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Black,32H,ROHLOFF SPEEDHUB DB CC 32H BLK,Each,937.50,890.63,1500.00,0,4250307400881,8714930090,Disc Speedhub 500/14 CC QR DB,8022,HUROSHDK,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#68022 CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Black,36H,ROHLOFF SPEEDHUB DB CC 36H BLK,Each,937.50,890.63,1500.00,0,4250307403936,8714930090,Disc Speedhub 500/14 CC QR DB,68022,HUROSHDK6,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8021 CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Red,32H,ROHLOFF SPEEDHUB DB CC 32H RED,Each,937.50,890.63,1500.00,0,4250307400867,8714930090,Disc Speedhub 500/14 CC QR DB,8021,HUROSHDR,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8020 CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Silver,32H,ROHLOFF SPEEDHUB DB CC 32H SIL,Each,937.50,890.63,1500.00,0,4250307400843,8714930090,Disc Speedhub 500/14 CC QR DB,8020,HUROSHDS,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 TS,"#8062 TS DB - 14sp Internal Hub, Disc Brake Solid Axle, Ext. Cable Route",Black,32H,ROHLOFF SPEEDHUB DB TS 32H BLK,Each,906.25,860.94,1450.00,0,4250307401420,8714930090,Disc Speedhub 500/14 TS Solid Axle DB,8062,HUROSHEK,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 TS,"#68062 TS DB - 14sp Internal Hub, Disc Brake Solid Axle, Ext. Cable Route",Black,36H,ROHLOFF SPEEDHUB DB TS 36H BLK,Each,906.25,860.94,1450.00,0,4250307404476,8714930090,Disc Speedhub 500/14 TS Solid Axle DB,68062,HUROSHEK6,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 TS,"#8061 TS DB - 14sp Internal Hub, Disc Brake Solid Axle, Ext. Cable Route",Red,32H,ROHLOFF SPEEDHUB DB TS 32H RED,Each,906.25,860.94,1450.00,0,4250307401406,8714930090,Disc Speedhub 500/14 TS Solid Axle DB,8061,HUROSHER,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 TS,"#8060 TS DB - 14sp Internal Hub, Disc Brake Solid Axle, Ext. Cable Route",Silver,32H,ROHLOFF SPEEDHUB DB TS 32H SIL,Each,906.25,860.94,1450.00,0,4250307401383,8714930090,Disc Speedhub 500/14 TS Solid Axle DB,8060,HUROSHES,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8002 CC - 14sp Internal Hub, Std QR",Black,32H,ROHLOFF SPEEDHUB CC 32H BLK,Each,843.75,801.56,1350.00,0,4250307400522,8714930090,Speedhub 500/14 CC QR,8002,HUROSHK,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 TS,"#8042 TS - 14sp Internal Hub, Std Solid Axle",Black,32H,ROHLOFF SPEEDHUB TS 32H BLK,Each,796.88,757.04,1275.00,0,4250307401062,8714930090,Speedhub 500/14 TS Solid Axle,8042,HUROSHTK,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8027PM PM CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Black,32H,ROHL.SPDHUB PM DB CC 32H BLK,Each,875.00,831.25,1400.00,0,4250307406401,8714930090,Disc Speedhub 500/14 CC QR DB,8027PM,HUROSPDK,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8026PM PM CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Red,32H,ROHL.SPDHUB PM DB CC 32H RED,Each,875.00,831.25,1400.00,0,4250307406388,8714930090,Disc Speedhub 500/14 CC QR DB,8026PM,HUROSPDR,Ison
Hubs & Cassettes,Hubs - Rear Internally Geared,Rohloff,Speedhub 500/14 CC,"#8025PM PM CC DB - 14sp Internal Hub, Disc Brake, QR, Ext. Cable Route",Silver,32H,ROHL.SPDHUB PM DB CC 32H SIL,Each,875.00,831.25,1400.00,0,4250307406364,8714930090,Disc Speedhub 500/14 CC QR DB,8025PM,HUROSPDS,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Oil Filling tube,Oil filling tube for Speedhub,Clear,,ROHL.SPDHUB OIL FILLING TUBE,Each,2.85,2.85,4.99,0,4250307402649,3403990000,Speedhub Transmission Oil,8502,LURO8502,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Chain lube,Workshop can,,1Ltr,ROHLOFF CHAIN LUBE OIL 1L CAN,Each,51.42,51.42,89.99,0,4250307400263,3403990000,Chain Oil,4202,LUROCL1L,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Chain lube,Bottle,,50ml,ROHLOFF CHAIN LUBE OIL 50ml B,Each,5.14,5.14,8.99,0,4250307400249,3403990000,Chain Oil,4200,LUROCL50,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Chain lube,Workshop/Shop refill Can,,5L,ROHLOFF CHAIN LUBE OIL 5L CAN,Each,212.12,212.12,349.99,0,4250307400256,3403990000,Chain Oil,4201,LUROCL5L,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Chain lube,Pump for 5L can,,5L,ROHLOFF PUMP FOR 5L OIL CAN,Each,15.42,15.42,26.99,0,4250307400270,3403990000,Chain Oil,4300,LUROCLP,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Speedhub Oil Change Kit,"All Condition Oil, Cleaning Oil,Syringe and Filler Hose",,Kit,ROHL.SPDHUB OIL CHANGE KIT,Each,14.28,14.28,24.99,0,4250307402601,3403990000,Speedhub Transmission Oil,8410,LUROTLK,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Transmission Lube,All Conditions and Cleaning Oil kit for Speedhub - Consumer,,Consumer,ROHL.SPDHUB OIL KIT CONSUMER,Set,9.71,9.71,16.99,0,4250307402618,3403990000,Speedhub Transmission Oil,8411,LUROTLO1,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Transmission Lube,All Conditions and Cleaning Oil kit for Speedhub - Service,,Service,ROHL.SPDHUB OIL KIT DEALER,Set,34.28,34.28,59.99,0,4250307403523,3403990000,Speedhub Transmission Oil,8409,LUROTLO2,Ison
Lubricants & Solvents,Lubricants & Solvents,Rohloff,Transmission Lube,All Conditions and Cleaning Oil kit for Speedhub - Workshop,,Workshop,ROHL.SPDHUB OIL KIT WORKSHOP,Set,85.71,85.71,149.99,0,4250307403301,3403990000,Speedhub Transmission Oil,8406,LUROTLO3,Ison
Forks,Forks - Cross & Gravel,Salsa,Waxwing Carbon Fork,"700c, 110x15mm Thru-Axle, Tapered Steerer, Carbon, Flat Mount Disc",Matte Black,700c,SALSA WAXWING CARBON FORK 700c M.BLK,Each,361.11,343.05,649.99,0,657993504871,8714913089,Waxwing Carbon Fork,FK1526,FKSAWW1526,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,28.8mm,SALSA LIPLOCK S/CLAMP 28.8mm BLK,Each,12.22,11.61,21.99,0,657993172049,8714919000,Lip Lock - Black,ST6145,SCSAL288K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,30.0mm,SALSA LIPLOCK S/CLAMP 30.0mm BLK,Each,12.22,11.61,21.99,0,657993172063,8714919000,Lip Lock - Black,ST6146,SCSAL300K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Silver,30.0mm,SALSA LIPLOCK S/CLAMP 30.0mm SIL,Each,12.22,11.61,21.99,0,657993172209,8714919000,Lip Lock - Silver,ST6153,SCSAL300S,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,30.8mm,SALSA LIPLOCK S/CLAMP 30.8mm BLK,Each,12.22,11.61,21.99,0,6579931720874,8714919000,Lip Lock - Black,ST6147,SCSAL308K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,32.0mm,SALSA LIPLOCK S/CLAMP 32.0mm BLK,Each,12.22,11.61,21.99,0,657993172100,8714919000,Lip Lock - Black,ST6148,SCSAL320K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Silver,32.0mm,SALSA LIPLOCK S/CLAMP 32.0mm SIL,Each,12.22,11.61,21.99,0,657993172223,8714919000,Lip Lock - Silver,ST6154,SCSAL320S,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,33.3mm,SALSA LIPLOCK S/CLAMP 33.3mm BLK,Each,12.22,11.61,21.99,0,657993172124,8714919000,Lip Lock - Black,ST6149,SCSAL333K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,35.0mm,SALSA LIPLOCK S/CLAMP 35.0mm BLK,Each,12.22,11.61,21.99,0,657993172148,8714919000,Lip Lock - Black,ST6150,SCSAL350K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,35.4mm,SALSA LIPLOCK S/CLAMP 35.4mm BLK,Each,12.22,11.61,21.99,0,657993172162,8714919000,Lip Lock - Black,ST6151,SCSAL354K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Lip Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,36.4mm,SALSA LIPLOCK S/CLAMP 36.4mm BLK,Each,12.22,11.61,21.99,0,657993172186,8714919000,Lip Lock - Black,ST6152,SCSAL364K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Post Lock Seatclamp,Bolt Type - Anodised Aluminium - Fits to seatpost - NOT For frame mount,Black,27.2mm,SALSA POSTLOCK S/CLAMP 27.2mm BLK,Each,20.55,19.52,36.99,0,657993214916,8714919000,Post-Lock Rack Mount,ST2018,SCSAPL272K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Post Lock Seatclamp,Bolt Type - Anodised Aluminium - Fits to seatpost - NOT For frame mount,Black,30.9mm,SALSA POSTLOCK S/CLAMP 30.9mm BLK,Each,20.55,19.52,36.99,0,657993214930,8714919000,Post-Lock Rack Mount,ST2019,SCSAPL309K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Post Lock Seatclamp,Bolt Type - Anodised Aluminium - Fits to seatpost - NOT For frame mount,Black,31.6mm,SALSA POSTLOCK S/CLAMP 31.6mm BLK,Each,20.55,19.52,36.99,0,657993214954,8714919000,Post-Lock Rack Mount,ST2020,SCSAPL316K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Rack Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,30.0mm,SALSA RACKLOCK S/CLAMP 30.0mm BLK,Each,19.44,18.47,34.99,0,657993214831,8714919000,Rack-Lock Seatpost Clamp,ST2014,SCSARL300K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Rack Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,32.0mm,SALSA RACKLOCK S/CLAMP 32.0mm BLK,Each,19.44,18.47,34.99,0,657993214855,8714919000,Rack-Lock Seatpost Clamp,ST2015,SCSARL320K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Rack Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,35.0mm,SALSA RACKLOCK S/CLAMP 35.0mm BLK,Each,19.44,18.47,34.99,0,657993214879,8714919000,Rack-Lock Seatpost Clamp,ST2016,SCSARL350K,Ison
Seatposts &  Clamps,Seat Clamps,Salsa,Rack Lock Seatclamp,Bolt Type - Anodised Aluminium,Black,35.4mm,SALSA RACKLOCK S/CLAMP 35.4mm BLK,Each,19.44,18.47,34.99,0,657993214893,8714919000,Rack-Lock Seatpost Clamp,ST2017,SCSARL354K,Ison
Cranks & Chainrings,Cranks - eBike,Samox,BNI type (Mini-ISIS) Crank arm,"fits Bosch gen 3 motors. Forged alloy,  5mm Offset Profile 1",Black,LH 160mm,SAMOX EB CRANK BNI 5OS P1 160 LH,Each,11.11,10.00,19.99,5,887539028879,8714963090,BNI type Mini-ISIS Crank arm,356140,CKSX3560L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,BNI type (Mini-ISIS) Crank arm,"fits Bosch gen 3 motors. Forged alloy,  5mm Offset Profile 1",Black,RH 160mm,SAMOX EB CRANK BNI 5OS P1 160 RH,Each,11.11,10.00,19.99,5,887539028886,8714963090,BNI type Mini-ISIS Crank arm,356141,CKSX3560R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,BNI type (Mini-ISIS) Crank arm,"fits Bosch gen 3 motors. Forged alloy,  5mm Offset Profile 1",Black,LH 165mm,SAMOX EB CRANK BNI 5OS P1 165 LH,Each,11.11,10.00,19.99,5,,8714963090,BNI type Mini-ISIS Crank arm,355617,CKSX3565L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,BNI type (Mini-ISIS) Crank arm,"fits Bosch gen 3 motors. Forged alloy,  5mm Offset Profile 1",Black,RH 165mm,SAMOX EB CRANK BNI 5OS P1 165 RH,Each,11.11,10.00,19.99,5,,8714963090,BNI type Mini-ISIS Crank arm,355621,CKSX3565R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,BNI type (Mini-ISIS) Crank arm,"fits Bosch gen 3 motors. Forged alloy,  5mm Offset Profile 1",Black,LH 170mm,SAMOX EB CRANK BNI 5OS P1 170 LH,Each,11.11,10.00,19.99,5,887539028893,8714963090,BNI type Mini-ISIS Crank arm,356142,CKSX3570L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,BNI type (Mini-ISIS) Crank arm,"fits Bosch gen 3 motors. Forged alloy,  5mm Offset Profile 1",Black,RH 170mm,SAMOX EB CRANK BNI 5OS P1 170 RH,Each,11.11,10.00,19.99,5,887539028909,8714963090,BNI type Mini-ISIS Crank arm,356143,CKSX3570R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 0mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  0mm Offset",Black,LH 150mm,SAMOX EB CRANK ISIS 0OS 150 LH,Each,7.50,6.75,14.99,5,,8714963090,ISIS Crank Arm 0mm Offset,356169,CKSX4050L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 0mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  0mm Offset",Black,RH 150mm,SAMOX EB CRANK ISIS 0OS 150 RH,Each,7.50,6.75,14.99,5,,8714963090,ISIS Crank Arm 0mm Offset,356168,CKSX4050R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 0mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  0mm Offset",Black,LH 170mm,SAMOX EB CRANK ISIS 0OS 170 LH,Each,7.50,6.75,14.99,5,,8714963090,ISIS Crank Arm 0mm Offset,356127,CKSX4070L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 0mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  0mm Offset",Black,RH 170mm,SAMOX EB CRANK ISIS 0OS 170 RH,Each,7.50,6.75,14.99,5,,8714963090,ISIS Crank Arm 0mm Offset,356126,CKSX4070R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 0mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  0mm Offset",Black,LH 175mm,SAMOX EB CRANK ISIS 0OS 175 LH,Each,7.50,6.75,14.99,5,,8714963090,ISIS Crank Arm 0mm Offset,356125,CKSX4075L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 0mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  0mm Offset",Black,RH 175mm,SAMOX EB CRANK ISIS 0OS 175 RH,Each,7.50,6.75,14.99,5,,8714963090,ISIS Crank Arm 0mm Offset,356124,CKSX4075R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 13mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  13mm Offset",Black,LH 160mm,SAMOX EB CRANK ISIS 13OS 160 LH,Each,11.11,10.00,19.99,5,,8714963090,ISIS Crank Arm 13mm Offset,356135,CKSX4360L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P2","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  13mm Offset, Profile 2",Black,LH 160mm,SAMOX EB CRANK ISIS 13OS P2 160 LH,Each,11.11,10.00,19.99,5,887539028831,8714963090,ISIS Type eBike Crank Arms - Profile 2,356116,CKSX4360L2,Ison
Cranks & Chainrings,Cranks - eBike,Samox,ISIS type Crank arm 13mm Offset,"fits Brose, Bosch gen 2, 4 motors. Forged alloy,  13mm Offset",Black,RH 160mm,SAMOX EB CRANK ISIS 13OS 160 RH,Each,11.11,10.00,19.99,5,,8714963090,ISIS Crank Arm 13mm Offset,356133,CKSX4360R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P2","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  13mm Offset, Profile 2",Black,RH 160mm,SAMOX EB CRANK ISIS 13OS P2 160 RH,Each,11.11,10.00,19.99,5,887539028848,8714963090,ISIS Type eBike Crank Arms - Profile 2,356117,CKSX4360R2,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P2","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  13mm Offset, Profile 2",Black,LH 170mm,SAMOX EB CRANK ISIS 13OS P2 170 LH,Each,11.11,10.00,19.99,5,887539028855,8714963090,ISIS Crank Arm 13mm Offset,356118,CKSX4370L2,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P2","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  13mm Offset, Profile 2",Black,RH 170mm,SAMOX EB CRANK ISIS 13OS P2 170 RH,Each,11.11,10.00,19.99,5,887539028862,8714963090,ISIS Crank Arm 13mm Offset,356119,CKSX4370R2,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P1","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  5mm Offset, Profile 1",Black,LH 170mm,SAMOX EB CRANK ISIS 5OS P1 170 LH,Each,11.11,10.00,19.99,5,887539028794,8714963090,ISIS Crank Arm 5mm Offset,356112,CKSX4570L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P1","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  5mm Offset, Profile 1",Black,RH 170mm,SAMOX EB CRANK ISIS 5OS P1 170 RH,Each,11.11,10.00,19.99,5,887539028800,8714963090,ISIS Crank Arm 5mm Offset,356113,CKSX4570R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P1","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  5mm Offset, Profile 1",Black,LH 175mm,SAMOX EB CRANK ISIS 5OS P1 175 LH,Each,11.11,10.00,19.99,5,887539028817,8714963090,ISIS Crank Arm 5mm Offset,356114,CKSX4575L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"ISIS type Crank arm (B2,4,5) P1","fits Brose, Bosch gen 2,4,5 motors. Forged alloy,  5mm Offset, Profile 1",Black,RH 175mm,SAMOX EB CRANK ISIS 5OS P1 175 RH,Each,11.11,10.00,19.99,5,887539028824,8714963090,ISIS Crank Arm 5mm Offset,356115,CKSX4575R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Shimano E7000/8000 type Crank arm,fits Shimano E7000/800 and 6100 motors. 13mm Offset Profile 3,Black,LH 165mm,SAMOX EB CRANK E7000 13OS P3 165 LH,Each,11.11,10.00,19.99,5,887539028916,8714963090,Shimano E7000/8000 Fit Crank Arm,356144,CKSXE765L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Shimano E7000/8000 type Crank arm,fits Shimano E7000/800 and 6100 motors. 13mm Offset Profile 3,Black,RH 165mm,SAMOX EB CRANK E7000 13OS P3 165 RH,Each,11.11,10.00,19.99,5,887539028923,8714963090,Shimano E7000/8000 Fit Crank Arm,356145,CKSXE765R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Shimano E7000/8000 type Crank arm,fits Shimano E7000/800 and 6100 motors. 13mm Offset Profile 3,Black,LH 175mm,SAMOX EB CRANK E7000 13OS P3 175 LH,Each,11.11,10.00,19.99,5,887539028930,8714963090,Shimano E7000/8000 Fit Crank Arm,356146,CKSXE775L,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Shimano E7000/8000 type Crank arm,fits Shimano E7000/800 and 6100 motors. 13mm Offset Profile 3,Black,RH 175mm,SAMOX EB CRANK E7000 13OS P3 175 RH,Each,11.11,10.00,19.99,5,887539028947,8714963090,Shimano E7000/8000 Fit Crank Arm,356147,CKSXE775R,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider (BNI),"for Bosch Gen 3 Motors, 104 PCD, Chainline 47mm (w-out guard). Alloy.",Black,BCD 104mm,SAMOX EB SPIDER BOSCH G3 47CL,Each,9.44,8.50,16.99,3,887539037437,8714963090,eBike Crank Spider - Bosch G3,613537,CPSXB347,Ison
Cranks & Chainrings,Cranks - eBike,Samox,"eBike Crank spider (B2,4,5)","for Bosch Gen 2,4,5 motors, 50mm Chainline",Black,BCD 104mm,SAMOX EB SPIDER BOSCH G4 50CL,Each,13.88,12.49,24.99,3,887539037444,8714963090,eBike Crank Spider - Bosch G4,613538,CPSXB450,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider Brose,"for Brose Motors, 104 PCD, Chainline 52mm. Alloy.",Black,BCD 104mm,SAMOX EB CRK SPIDER BROSE 52CL,Each,13.88,12.49,24.99,3,887539045074,8714963090,eBike Crank Spider for Brose,613544,CPSXBR52C,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider Shimano E5000,"for Shimano E5000 Motors, 104 BCD, Chainline 47mm. Alloy.",Black,BCD 104mm,SAMOX EB CRK SPIDER E5000 47CL,Each,13.88,12.49,24.99,3,887539037406,8714963090,eBike Crank Spider - Shimano E5000,613540,CPSXE5047C,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider Shimano E6000,"for Shimano E6000 Motors, 104 BCD, Chainline 47mm. Alloy.",Black,BCD 104mm,SAMOX EB CRK SPIDER E6000 47CL,Each,13.88,12.49,24.99,3,887539037413,8714963090,eBike Crank Spider for Shimano E6000,613539,CPSXE6047C,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider Shimano E6100,"for Shimano E6100 Motors, 104 BCD, Chainline 47mm. Alloy.",Black,BCD 104mm,SAMOX EB CRK SPIDER E6100 47CL,Each,16.66,14.99,29.99,3,887539037420,8714963090,eBike Crank Spider for Shimano E6100,613543,CPSXE6147C,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider Shimano E7/8000,"for Shimano E7000/8000 Motors, 104 BCD, Chainline 50mm. Alloy.",Black,50 CL,SAMOX EB CRK SPIDER E7/8000 50CL,Each,16.66,14.99,29.99,3,887539037383,8714963090,eBike Crank Spider for Shimano E7/8000,613541,CPSXE7050C,Ison
Cranks & Chainrings,Cranks - eBike,Samox,eBike Crank spider Shimano E7/8000,"for Shimano E7000/8000 Motors, 104 BCD, Chainline 53mm. Alloy.",Black,53 CL,SAMOX EB CRK SPIDER E7/8000 53CL,Each,16.66,14.99,29.99,3,887539037390,8714963090,eBike Crank Spider for Shimano E7/8000,613542,CPSXE7053C,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Bosch Motor sprocket,"Steel, Suit Bosch G2 e-bike motors",Black,15T,SAMOX STL BOSCH G2 SPRKT 15T BLK,Each,3.88,3.49,6.99,5,887539032128,8714969000,Bosch Motor Sprocket,356264,CRSXB215,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Bosch Motor sprocket,"Steel, Suit Bosch G2 e-bike motors",Black,16T,SAMOX STL BOSCH G2 SPRKT 16T BLK,Each,3.88,3.49,6.99,5,887539032135,8714969000,Bosch Motor Sprocket,356283,CRSXB216,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Bosch Motor sprocket,"Steel, Suit Bosch G2 e-bike motors",Black,17T,SAMOX STL BOSCH G2 SPRKT 17T BLK,Each,3.88,3.49,6.99,5,887539032142,8714969000,Bosch Motor Sprocket,356284,CRSXB217,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Direct Mount eBike Chainring,fits Bosch gen 3 motors. 47mm Chainline,,38T,SAMOX DM EB RING BOSCH3 38T,Each,4.50,4.05,8.99,5,,8714969000,Direct Mount eBike Chainring - Bosch G3,356207,CRSXD3438,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Direct Mount eBike Chainring,fits Bosch gen 3 motors. 47mm Chainline,,40T,SAMOX DM EB RING BOSCH3 40T,Each,4.50,4.05,8.99,5,,8714969000,Direct Mount eBike Chainring - Bosch G3,356208,CRSXD3440,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Direct Mount eBike Chainring,fits Bosch gen 3 motors. 47mm Chainline,,42T,SAMOX DM EB RING BOSCH3 42T,Each,4.50,4.05,8.99,5,,8714969000,Direct Mount eBike Chainring - Bosch G3,356209,CRSXD3442,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Direct Mount eBike Chainring,"Steel, Narrow Wide type, suit Bosch gen 4 motors. 50mm Chainline",,34T,SAMOX DM STL NW EB RING BOSCH4 34T,Each,13.88,12.49,24.99,5,887539045081,8714969000,Direct Mount eBike Chainring,356612,CRSXDB4S34,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Direct Mount eBike Chainring,"Steel, Narrow Wide type, suit Bosch gen 4 motors. 50mm Chainline",,36T,SAMOX DM STL NW EB RING BOSCH4 36T,Each,13.88,12.49,24.99,5,887539045104,8714969000,Direct Mount eBike Chainring,356614,CRSXDB4S36,Ison
Cranks & Chainrings,Cranks - eBike,Samox,Direct Mount eBike Chainring,"Steel, Narrow Wide type, suit Bosch gen 4 motors. 50mm Chainline",,38T,SAMOX DM STL NW EB RING BOSCH4 38T,Each,13.88,12.49,24.99,5,887539046392,8714969000,Direct Mount eBike Chainring,356616,CRSXDB4S38,Ison
